"","x"
"1394",5.01379000419772
"1395",3.52359090434695
"1396",NA
"1397",3.38588357174178
"1398",2.39080273722361
"1399",2.39080273722361
"1400",2.39080273722361
"1401",3.52359090434695
"1402",2.03279290282514
"1403",7.35836840018286
"1404",2.89137191134788
"1405",4.05178728885133
"1406",1.86846854602411
"1407",NA
"1408",3.52359090434695
"1409",3.38588357174178
"1410",NA
"1411",NA
"1412",2.22469085717327
"1413",3.02815834755291
"1414",4.05178728885133
"1415",NA
"1416",NA
"1417",3.64469307779471
"1418",NA
"1419",NA
"1420",3.64469307779471
"1421",3.81176733677149
"1422",2.39080273722361
"1423",2.17496580024659
"1424",NA
"1425",3.38588357174178
"1426",2.17496580024659
"1427",4.14862028125679
"1428",3.18588424725944
"1429",NA
"1430",NA
"1431",1.71059940710927
"1432",NA
"1433",1.96173685007665
"1434",5.64976756734226
"1435",4.34476248636611
"1436",4.05178728885133
"1437",3.95496718593536
"1438",NA
"1439",5.01379000419772
"1440",4.75368965800092
"1441",4.05178728885133
"1442",3.18588424725944
"1443",4.05178728885133
"1444",4.05178728885133
"1445",NA
"1446",1.73208865409529
"1447",4.75368965800092
"1448",NA
"1449",1.96173685007665
"1450",3.02815834755291
"1451",4.34476248636611
"1452",3.64469307779471
"1453",1.65067306219129
"1454",0.303966276632801
"1455",NA
"1456",2.03279290282514
"1457",NA
"1458",NA
"1459",2.22469085717327
"1460",1.86846854602411
"1461",4.34476248636611
"1462",2.37282561381198
"1463",2.17496580024659
"1464",1.86846854602411
"1465",2.39080273722361
"1466",3.81176733677149
"1467",2.17496580024659
"1468",2.7176660854913
"1469",2.17496580024659
"1470",1.96173685007665
"1471",3.22385556675396
"1472",NA
"1473",2.37282561381198
"1474",1.86846854602411
"1475",4.05178728885133
"1476",2.89137191134788
"1477",4.05178728885133
"1478",NA
"1479",NA
"1480",3.22385556675396
"1481",3.52359090434695
"1482",2.1659354347993
"1483",NA
"1484",1.96173685007665
"1485",NA
"1486",2.37282561381198
"1487",3.38588357174178
"1488",2.03279290282514
"1489",3.11228499783218
"1490",2.70431845997292
"1491",NA
"1492",NA
"1493",NA
"1494",2.39080273722361
"1495",NA
"1496",NA
"1497",4.75368965800092
"1498",3.52359090434695
"1499",5.1451295987888
"1500",2.89137191134788
"1501",NA
"1502",3.8570408631848
"1503",NA
"1504",0.45053150972346
"1505",NA
"1506",1.65067306219129
"1507",1.96173685007665
"1508",NA
"1509",1.96173685007665
"1510",2.17496580024659
"1511",3.38588357174178
"1512",1.65067306219129
"1513",NA
"1514",6.51291571294296
"1515",6.1199124963953
"1516",4.05178728885133
"1517",NA
"1518",5.27374693449528
"1519",4.10453453356485
"1520",2.72514770303965
"1521",NA
"1522",NA
"1523",2.03279290282514
"1524",5.1451295987888
"1525",4.10453453356485
"1526",NA
"1527",NA
"1528",3.11228499783218
"1529",NA
"1530",3.8570408631848
"1531",NA
"1532",NA
"1533",5.1451295987888
"1534",3.75635155246901
"1535",2.72514770303965
"1536",6.32498990620058
"1537",NA
"1538",4.05178728885133
"1539",2.03279290282514
"1540",1.65067306219129
"1541",4.10453453356485
"1542",3.11228499783218
"1543",3.11228499783218
"1544",3.11228499783218
"1545",NA
"1546",3.38588357174178
"1547",4.10453453356485
"1548",2.72514770303965
"1549",2.81129440867122
"1550",7.35836840018286
"1551",3.52359090434695
"1552",3.81176733677149
"1553",2.89137191134788
"1554",2.1659354347993
"1555",3.26032591748595
"1556",3.52359090434695
"1557",2.17496580024659
"1558",2.81129440867122
"1559",5.1451295987888
"1560",3.02815834755291
"1561",NA
"1562",3.95496718593536
"1563",1.96173685007665
"1564",1.96173685007665
"1565",3.52359090434695
"1566",2.17496580024659
"1567",NA
"1568",5.78062522053913
"1569",1.84952040034558
"1570",5.1451295987888
"1571",2.49473686984532
"1572",3.38588357174178
"1573",NA
"1574",6.32498990620058
"1575",2.70431845997292
"1576",2.03279290282514
"1577",NA
"1578",3.22385556675396
"1579",3.38588357174178
"1580",NA
"1581",4.05178728885133
"1582",1.86846854602411
"1583",3.52359090434695
"1584",1.96173685007665
"1585",2.0556102635277
"1586",5.01379000419772
"1587",2.03279290282514
"1588",3.38588357174178
"1589",4.10453453356485
"1590",3.95496718593536
"1591",2.39080273722361
"1592",0.938957400421286
"1593",4.05178728885133
"1594",2.39080273722361
"1595",3.38588357174178
"1596",4.05178728885133
"1597",3.45560161293632
"1598",1.86846854602411
"1599",3.22385556675396
"1600",3.38588357174178
"1601",NA
"1602",3.64469307779471
"1603",2.37282561381198
"1604",5.1451295987888
"1605",NA
"1606",3.64469307779471
"1607",1.65067306219129
"1608",NA
"1609",4.05178728885133
"1610",3.95496718593536
"1611",NA
"1612",NA
"1613",5.01379000419772
"1614",1.65067306219129
"1615",NA
"1616",2.89137191134788
"1617",3.11228499783218
"1618",4.10453453356485
"1619",1.84952040034558
"1620",3.03314488589561
"1621",2.17496580024659
"1622",3.52359090434695
"1623",NA
"1624",5.19141368304742
"1625",1.96173685007665
"1626",NA
"1627",3.65045979468846
"1628",3.52359090434695
"1629",5.01379000419772
"1630",3.38588357174178
"1631",4.14862028125679
"1632",NA
"1633",2.17496580024659
"1634",1.96173685007665
"1635",5.1451295987888
"1636",5.1451295987888
"1637",2.17496580024659
"1638",2.72514770303965
"1639",2.89137191134788
"1640",4.10453453356485
"1641",NA
"1642",2.89137191134788
"1643",4.10453453356485
"1644",2.39080273722361
"1645",1.86846854602411
"1646",NA
"1647",3.38588357174178
"1648",5.78062522053913
"1649",3.26032591748595
"1650",5.1451295987888
"1651",3.52359090434695
"1652",NA
"1653",6.69044742750859
"1654",5.1451295987888
"1655",3.95496718593536
"1656",2.17496580024659
"1657",2.17496580024659
"1658",4.10453453356485
"1659",4.05178728885133
"1660",2.89137191134788
"1661",1.96173685007665
"1662",1.96173685007665
"1663",0.938957400421286
"1664",3.18588424725944
"1665",1.73208865409529
"1666",3.45560161293632
"1667",4.05178728885133
"1668",2.35071039962414
"1669",NA
"1670",1.73208865409529
"1671",2.39080273722361
"1672",3.64469307779471
"1673",5.91389846143531
"1674",2.03279290282514
"1675",NA
"1676",1.96173685007665
"1677",4.64412223321429
"1678",2.03279290282514
"1679",4.10453453356485
"1680",2.72514770303965
"1681",2.03279290282514
"1682",5.64976756734226
"1683",NA
"1684",3.75635155246901
"1685",3.52359090434695
"1686",2.37282561381198
"1687",2.81342557807771
"1688",2.17496580024659
"1689",NA
"1690",NA
"1691",4.34476248636611
"1692",2.7176660854913
"1693",2.72514770303965
"1694",NA
"1695",NA
"1696",3.52359090434695
"1697",4.05178728885133
"1698",2.03279290282514
"1699",2.50316745460339
"1700",6.32498990620058
"1701",6.51291571294296
"1702",2.35071039962414
"1703",2.81129440867122
"1704",3.95496718593536
"1705",3.95496718593536
"1706",NA
"1707",2.03279290282514
"1708",2.03279290282514
"1709",2.35071039962414
"1710",4.14862028125679
"1711",5.01379000419772
"1712",5.1451295987888
"1713",4.05178728885133
"1714",4.05178728885133
"1715",NA
"1716",NA
"1717",4.34476248636611
"1718",2.39080273722361
"1719",5.78062522053913
"1720",2.17496580024659
"1721",2.81129440867122
"1722",2.17496580024659
"1723",NA
"1724",2.37282561381198
"1725",3.52359090434695
"1726",3.52359090434695
"1727",4.10453453356485
"1728",5.40153010181993
"1729",6.04984207819495
"1730",3.95496718593536
"1731",2.39080273722361
"1732",3.03907767919904
"1733",2.17496580024659
"1734",4.34476248636611
"1735",2.39080273722361
"1736",3.52359090434695
"1737",2.96559868276594
"1738",NA
"1739",2.39080273722361
"1740",NA
"1741",5.01379000419772
"1742",3.95496718593536
"1743",NA
"1744",4.10453453356485
"1745",2.39080273722361
"1746",3.52359090434695
"1747",1.71059940710927
"1748",4.05178728885133
"1749",3.38588357174178
"1750",1.43037319649212
"1751",2.17496580024659
"1752",2.81129440867122
"1753",2.89137191134788
"1754",4.87694007520773
"1755",5.27374693449528
"1756",3.64469307779471
"1757",2.81129440867122
"1758",2.72514770303965
"1759",1.71059940710927
"1760",1.40027376898199
"1761",2.39080273722361
"1762",4.34476248636611
"1763",NA
"1764",3.95496718593536
"1765",NA
"1766",5.39374267930573
"1767",1.96173685007665
"1768",4.34476248636611
"1769",NA
"1770",NA
"1771",4.05178728885133
"1772",5.1451295987888
"1773",1.96173685007665
"1774",NA
"1775",2.37282561381198
"1776",2.72514770303965
"1777",2.62933648899007
"1778",5.19141368304742
"1779",3.52359090434695
"1780",4.34476248636611
"1781",NA
"1782",2.03279290282514
"1783",1.27552937846908
"1784",NA
"1785",NA
"1786",4.64412223321429
"1787",3.56498650941057
"1788",NA
"1789",NA
"1790",3.52359090434695
"1791",3.18588424725944
"1792",0.625740710859396
"1793",NA
"1794",NA
"1795",1.71059940710927
"1796",NA
"1797",NA
"1798",4.34476248636611
"1799",3.22385556675396
"1800",3.64469307779471
"1801",4.43778555012703
"1802",3.48505439399595
"1803",3.64469307779471
"1804",NA
"1805",5.78062522053913
"1806",6.32498990620058
"1807",5.64976756734226
"1808",4.10453453356485
"1809",2.39080273722361
"1810",6.51291571294296
"1811",2.03279290282514
"1812",3.38588357174178
"1813",1.43037319649212
"1814",NA
"1815",2.03279290282514
"1816",NA
"1817",3.52359090434695
"1818",3.52359090434695
"1819",NA
"1820",2.37282561381198
"1821",5.01379000419772
"1822",3.38588357174178
"1823",4.34476248636611
"1824",5.1451295987888
"1825",4.05178728885133
"1826",2.72514770303965
"1827",3.38588357174178
"1828",NA
"1829",NA
"1830",3.38588357174178
"1831",6.51291571294296
"1832",4.43778555012703
"1833",2.03279290282514
"1834",2.72514770303965
"1835",3.52359090434695
"1836",NA
"1837",1.00261086183173
"1838",NA
"1839",4.05178728885133
"1840",NA
"1841",3.22385556675396
"1842",3.11228499783218
"1843",5.1451295987888
"1844",2.39080273722361
"1845",2.70431845997292
"1846",1.96173685007665
"1847",5.1451295987888
"1848",1.86846854602411
"1849",2.81129440867122
"1850",2.37282561381198
"1851",1.27552937846908
"1852",3.75635155246901
"1853",2.50316745460339
"1854",4.53989598163296
"1855",4.10453453356485
"1856",4.34476248636611
"1857",NA
"1858",NA
"1859",4.14862028125679
"1860",4.05178728885133
"1861",NA
"1862",2.17496580024659
"1863",2.81129440867122
"1864",3.64469307779471
"1865",NA
"1866",5.27374693449528
"1867",5.78062522053913
"1868",4.34476248636611
"1869",0.938957400421286
"1870",3.64469307779471
"1871",NA
"1872",0.45053150972346
"1873",4.34476248636611
"1874",1.96173685007665
"1875",2.81129440867122
"1876",3.95496718593536
"1877",3.8570408631848
"1878",2.03279290282514
"1879",2.39080273722361
"1880",4.34476248636611
"1881",NA
"1882",1.40027376898199
"1883",0.938957400421286
"1884",NA
"1885",3.38588357174178
"1886",NA
"1887",1.71059940710927
"1888",NA
"1889",5.19141368304742
"1890",5.64976756734226
"1891",2.39080273722361
"1892",1.65067306219129
"1893",NA
"1894",NA
"1895",2.03279290282514
"1896",3.38588357174178
"1897",2.35071039962414
"1898",3.52359090434695
"1899",4.34476248636611
"1900",NA
"1901",2.72514770303965
"1902",NA
"1903",NA
"1904",4.05178728885133
"1905",2.39080273722361
"1906",NA
"1907",2.03279290282514
"1908",NA
"1909",NA
"1910",2.03279290282514
"1911",3.95496718593536
"1912",4.05178728885133
"1913",NA
"1914",NA
"1915",2.39080273722361
"1916",NA
"1917",4.05178728885133
"1918",3.64469307779471
"1919",3.11228499783218
"1920",NA
"1921",NA
"1922",3.38588357174178
"1923",NA
"1924",4.14862028125679
"1925",1.86846854602411
"1926",2.37282561381198
"1927",5.01379000419772
"1928",5.78062522053913
"1929",NA
"1930",4.10453453356485
"1931",1.71059940710927
"1932",2.81129440867122
"1933",7.18958297262526
"1934",4.10453453356485
"1935",NA
"1936",2.03279290282514
"1937",NA
"1938",5.78062522053913
"1939",3.64469307779471
"1940",2.78921065733121
"1941",NA
"1942",3.38588357174178
"1943",2.81129440867122
"1944",3.8570408631848
"1945",1.65067306219129
"1946",3.52359090434695
"1947",NA
"1948",5.01379000419772
"1949",3.45560161293632
"1950",NA
"1951",2.39080273722361
"1952",3.52359090434695
"1953",1.71059940710927
"1954",2.37282561381198
"1955",2.03279290282514
"1956",2.37282561381198
"1957",NA
"1958",4.5453500023277
"1959",NA
"1960",3.52359090434695
"1961",2.03279290282514
"1962",3.38588357174178
"1963",NA
"1964",NA
"1965",NA
"1966",NA
"1967",3.95496718593536
"1968",2.37282561381198
"1969",NA
"1970",5.01379000419772
"1971",4.75368965800092
"1972",4.05178728885133
"1973",3.52359090434695
"1974",3.38588357174178
"1975",NA
"1976",2.39080273722361
"1977",5.78062522053913
"1978",NA
"1979",7.35836840018286
"1980",5.19141368304742
"1981",2.81129440867122
"1982",2.39080273722361
"1983",2.72514770303965
"1984",5.27374693449528
"1985",4.34476248636611
"1986",3.18588424725944
"1987",4.05178728885133
"1988",5.91389846143531
"1989",4.53989598163296
"1990",4.10453453356485
"1991",NA
"1992",NA
"1993",4.43778555012703
"1994",2.72514770303965
"1995",3.52359090434695
"1996",5.27374693449528
"1997",NA
"1998",4.05178728885133
"1999",6.69044742750859
"2000",3.95496718593536
"2001",3.38588357174178
"2002",2.17496580024659
"2003",NA
"2004",4.73050424454207
"2005",3.38588357174178
"2006",3.8570408631848
"2007",NA
"2008",3.64469307779471
"2009",3.8570408631848
"2010",1.14015679972054
"2011",NA
"2012",2.03279290282514
"2013",2.39080273722361
"2014",NA
"2015",3.64469307779471
"2016",2.0556102635277
"2017",NA
"2018",2.70431845997292
"2019",2.81129440867122
"2020",NA
"2021",2.39080273722361
"2022",3.18588424725944
"2023",2.72514770303965
"2024",NA
"2025",3.8570408631848
"2026",NA
"2027",1.65067306219129
"2028",5.1451295987888
"2029",2.39080273722361
"2030",5.78062522053913
"2031",NA
"2032",1.71059940710927
"2033",3.26032591748595
"2034",4.05178728885133
"2035",2.72514770303965
"2036",NA
"2037",2.39080273722361
"2038",NA
"2039",3.38588357174178
"2040",4.34476248636611
"2041",5.01379000419772
"2042",1.73208865409529
"2043",NA
"2044",2.70431845997292
"2045",3.52359090434695
"2046",3.52359090434695
"2047",NA
"2048",3.52359090434695
"2049",1.86846854602411
"2050",3.18588424725944
"2051",NA
"2052",1.40027376898199
"2053",NA
"2054",2.70431845997292
"2055",4.34476248636611
"2056",1.84952040034558
"2057",5.1451295987888
"2058",NA
"2059",2.37282561381198
"2060",3.52359090434695
"2061",4.87694007520773
"2062",NA
"2063",NA
"2064",NA
"2065",2.31231273013117
"2066",6.32498990620058
"2067",3.52359090434695
"2068",4.10453453356485
"2069",NA
"2070",2.03279290282514
"2071",4.10453453356485
"2072",4.10453453356485
"2073",4.24622294180338
"2074",2.03279290282514
"2075",NA
"2076",NA
"2077",3.38588357174178
"2078",4.75368965800092
"2079",3.38588357174178
"2080",1.96173685007665
"2081",3.22385556675396
"2082",2.37282561381198
"2083",2.39080273722361
"2084",2.17496580024659
"2085",3.64469307779471
"2086",5.1451295987888
"2087",NA
"2088",3.52359090434695
"2089",5.78062522053913
"2090",NA
"2091",0.302115865083847
"2092",NA
"2093",NA
"2094",NA
"2095",NA
"2096",5.1451295987888
"2097",3.95496718593536
"2098",3.38588357174178
"2099",2.39080273722361
"2100",2.03279290282514
"2101",3.38588357174178
"2102",3.18588424725944
"2103",NA
"2104",5.64976756734226
"2105",2.37282561381198
"2106",2.70431845997292
"2107",NA
"2108",2.17496580024659
"2109",1.71059940710927
"2110",2.03279290282514
"2111",1.84952040034558
"2112",3.38588357174178
"2113",1.65067306219129
"2114",1.71059940710927
"2115",2.81129440867122
"2116",NA
"2117",3.18588424725944
"2118",2.89137191134788
"2119",NA
"2120",7.35836840018286
"2121",2.50044809658385
"2122",NA
"2123",NA
"2124",1.40027376898199
"2125",5.01379000419772
"2126",4.34476248636611
"2127",5.1451295987888
"2128",NA
"2129",2.62933648899007
"2130",2.17496580024659
"2131",NA
"2132",NA
"2133",2.72514770303965
"2134",5.1451295987888
"2135",NA
"2136",1.27552937846908
"2137",2.3875427125009
"2138",1.43037319649212
"2139",1.96173685007665
"2140",NA
"2141",2.62933648899007
"2142",2.70431845997292
"2143",1.86846854602411
"2144",5.27374693449528
"2145",NA
"2146",NA
"2147",2.81129440867122
"2148",NA
"2149",3.38588357174178
"2150",2.39080273722361
"2151",5.19141368304742
"2152",NA
"2153",NA
"2154",3.22385556675396
"2155",2.39080273722361
"2156",1.71059940710927
"2157",5.1451295987888
"2158",3.38588357174178
"2159",2.03279290282514
"2160",2.37282561381198
"2161",NA
"2162",2.17496580024659
"2163",2.72514770303965
"2164",3.52359090434695
"2165",1.65067306219129
"2166",2.81129440867122
"2167",NA
"2168",NA
"2169",NA
"2170",5.78062522053913
"2171",3.11228499783218
"2172",4.34476248636611
"2173",1.96173685007665
"2174",1.96173685007665
"2175",4.14862028125679
"2176",3.64469307779471
"2177",5.01379000419772
"2178",2.72514770303965
"2179",2.39080273722361
"2180",2.81129440867122
"2181",5.1451295987888
"2182",3.81176733677149
"2183",3.38588357174178
"2184",4.14862028125679
"2185",NA
"2186",NA
"2187",3.38588357174178
"2188",NA
"2189",1.96173685007665
"2190",NA
"2191",1.65067306219129
"2192",0.302115865083847
"2193",NA
"2194",NA
"2195",NA
"2196",NA
"2197",4.22797622318946
"2198",2.70431845997292
"2199",NA
"2200",NA
"2201",3.38588357174178
"2202",2.37282561381198
"2203",3.52359090434695
"2204",2.62933648899007
"2205",1.73208865409529
"2206",5.01379000419772
"2207",5.01379000419772
"2208",NA
"2209",2.39080273722361
"2210",5.01379000419772
"2211",3.8570408631848
"2212",5.01379000419772
"2213",3.52359090434695
"2214",2.37282561381198
"2215",2.17496580024659
"2216",2.72514770303965
"2217",4.43778555012703
"2218",5.1451295987888
"2219",NA
"2220",5.1451295987888
"2221",NA
"2222",1.96173685007665
"2223",1.96173685007665
"2224",1.96173685007665
"2225",NA
"2226",NA
"2227",1.65067306219129
"2228",2.62933648899007
"2229",5.19141368304742
"2230",NA
"2231",2.39080273722361
"2232",NA
"2233",1.86846854602411
"2234",2.35071039962414
"2235",3.02815834755291
"2236",4.10453453356485
"2237",2.17496580024659
"2238",2.28163342111316
"2239",5.91389846143531
"2240",6.1199124963953
"2241",2.89137191134788
"2242",NA
"2243",NA
"2244",5.1451295987888
"2245",2.39080273722361
"2246",2.03279290282514
"2247",4.05178728885133
"2248",NA
"2249",2.39080273722361
"2250",2.03279290282514
"2251",NA
"2252",NA
"2253",2.03279290282514
"2254",1.96173685007665
"2255",2.39080273722361
"2256",2.03279290282514
"2257",NA
"2258",5.78062522053913
"2259",3.03314488589561
"2260",2.81129440867122
"2261",3.52359090434695
"2262",2.39080273722361
"2263",6.32498990620058
"2264",3.52359090434695
"2265",2.89137191134788
"2266",NA
"2267",NA
"2268",3.38588357174178
"2269",4.53989598163296
"2270",2.39080273722361
"2271",NA
"2272",4.05178728885133
"2273",5.1451295987888
"2274",4.5453500023277
"2275",4.34476248636611
"2276",NA
"2277",4.14862028125679
"2278",2.81129440867122
"2279",NA
"2280",3.38588357174178
"2281",3.95496718593536
"2282",4.34476248636611
"2283",2.39080273722361
"2284",2.70431845997292
"2285",2.39080273722361
"2286",NA
"2287",2.72514770303965
"2288",2.62933648899007
"2289",5.27374693449528
"2290",NA
"2291",NA
"2292",NA
"2293",NA
"2294",3.22385556675396
"2295",NA
"2296",5.64976756734226
"2297",3.11228499783218
"2298",2.17496580024659
"2299",4.34476248636611
"2300",3.52359090434695
"2301",3.22385556675396
"2302",2.17496580024659
"2303",3.18588424725944
"2304",3.38588357174178
"2305",4.43778555012703
"2306",3.52359090434695
"2307",1.51019085369346
"2308",7.18958297262526
"2309",NA
"2310",2.72514770303965
"2311",5.01379000419772
"2312",2.03279290282514
"2313",4.10453453356485
"2314",NA
"2315",3.38588357174178
"2316",2.72514770303965
"2317",NA
"2318",NA
"2319",NA
"2320",4.10453453356485
"2321",1.71059940710927
"2322",NA
"2323",2.03279290282514
"2324",NA
"2325",NA
"2326",2.72514770303965
"2327",NA
"2328",1.43037319649212
"2329",2.62933648899007
"2330",3.18588424725944
"2331",2.17496580024659
"2332",NA
"2333",5.01379000419772
"2334",5.52097357448124
"2335",2.03279290282514
"2336",4.05178728885133
"2337",2.78921065733121
"2338",NA
"2339",NA
"2340",5.91389846143531
"2341",3.26032591748595
"2342",4.05178728885133
"2343",NA
"2344",3.8570408631848
"2345",2.72514770303965
"2346",2.39080273722361
"2347",2.17496580024659
"2348",1.73208865409529
"2349",NA
"2350",3.81176733677149
"2351",2.72514770303965
"2352",4.14862028125679
"2353",5.78062522053913
"2354",1.96173685007665
"2355",2.37282561381198
"2356",2.17496580024659
"2357",2.22469085717327
"2358",3.03314488589561
"2359",NA
"2360",4.16380573486773
"2361",NA
"2362",4.10453453356485
"2363",NA
"2364",2.81129440867122
"2365",NA
"2366",3.38588357174178
"2367",1.40027376898199
"2368",1.65067306219129
"2369",1.65067306219129
"2370",1.71059940710927
"2371",NA
"2372",2.17496580024659
"2373",5.01379000419772
"2374",NA
"2375",NA
"2376",1.71059940710927
"2377",2.03279290282514
"2378",NA
"2379",3.52359090434695
"2380",NA
"2381",2.39080273722361
"2382",2.81129440867122
"2383",2.03279290282514
"2384",3.52359090434695
"2385",3.38588357174178
"2386",2.22469085717327
"2387",NA
"2388",3.8570408631848
"2389",2.35071039962414
"2390",NA
"2391",NA
"2392",NA
"2393",NA
"2394",4.24622294180338
"2395",3.95496718593536
"2396",1.96173685007665
"2397",3.8570408631848
"2398",2.17496580024659
"2399",3.52359090434695
"2400",3.22385556675396
"2401",NA
"2402",3.81176733677149
"2403",3.52359090434695
"2404",5.78062522053913
"2405",1.27552937846908
"2406",NA
"2407",NA
"2408",2.39023380275218
"2409",5.27374693449528
"2410",2.81129440867122
"2411",3.52359090434695
"2412",4.05178728885133
"2413",NA
"2414",2.39080273722361
"2415",3.22385556675396
"2416",NA
"2417",3.38588357174178
"2418",2.03279290282514
"2419",2.17496580024659
"2420",3.26032591748595
"2421",2.81129440867122
"2422",NA
"2423",4.34476248636611
"2424",NA
"2425",1.65067306219129
"2426",3.52359090434695
"2427",2.70431845997292
"2428",NA
"2429",2.37282561381198
"2430",NA
"2431",4.05178728885133
"2432",4.14862028125679
"2433",7.70354724813712
"2434",2.39080273722361
"2435",3.52359090434695
"2436",3.95496718593536
"2437",2.72514770303965
"2438",5.01379000419772
"2439",NA
"2440",NA
"2441",4.10453453356485
"2442",3.38588357174178
"2443",3.52359090434695
"2444",NA
"2445",3.8570408631848
"2446",NA
"2447",2.03279290282514
"2448",NA
"2449",3.95496718593536
"2450",4.05178728885133
"2451",5.01379000419772
"2452",NA
"2453",NA
"2454",3.95496718593536
"2455",4.05178728885133
"2456",0.938957400421286
"2457",5.1451295987888
"2458",3.38588357174178
"2459",4.43778555012703
"2460",4.05178728885133
"2461",1.51019085369346
"2462",6.32498990620058
"2463",NA
"2464",4.14862028125679
"2465",2.72514770303965
"2466",4.10453453356485
"2467",3.81176733677149
"2468",3.18588424725944
"2469",2.03279290282514
"2470",7.35836840018286
"2471",2.39080273722361
"2472",NA
"2473",2.78921065733121
"2474",4.53989598163296
"2475",4.05178728885133
"2476",2.39080273722361
"2477",1.73208865409529
"2478",3.38588357174178
"2479",3.95496718593536
"2480",4.5453500023277
"2481",1.86846854602411
"2482",2.03279290282514
"2483",NA
"2484",NA
"2485",NA
"2486",2.17496580024659
"2487",2.70431845997292
"2488",2.72514770303965
"2489",4.14862028125679
"2490",NA
"2491",3.18588424725944
"2492",4.05178728885133
"2493",NA
"2494",NA
"2495",NA
"2496",2.37282561381198
"2497",NA
"2498",4.10453453356485
"2499",NA
"2500",2.37282561381198
"2501",2.72514770303965
"2502",5.1451295987888
"2503",2.17496580024659
"2504",NA
"2505",5.78062522053913
"2506",4.5453500023277
"2507",4.10453453356485
"2508",4.05178728885133
"2509",3.38588357174178
"2510",1.86846854602411
"2511",2.39080273722361
"2512",6.32498990620058
"2513",3.26032591748595
"2514",7.02230854014306
"2515",3.38588357174178
"2516",NA
"2517",3.95496718593536
"2518",2.17496580024659
"2519",5.01379000419772
"2520",5.52097357448124
"2521",3.95496718593536
"2522",3.95496718593536
"2523",1.65067306219129
"2524",NA
"2525",5.1451295987888
"2526",NA
"2527",NA
"2528",4.05178728885133
"2529",3.02815834755291
"2530",2.89137191134788
"2531",NA
"2532",NA
"2533",1.43037319649212
"2534",3.38588357174178
"2535",7.18958297262526
"2536",2.72514770303965
"2537",NA
"2538",3.18588424725944
"2539",3.38588357174178
"2540",5.27374693449528
"2541",1.96173685007665
"2542",2.81129440867122
"2543",4.34476248636611
"2544",NA
"2545",2.1038554200628
"2546",NA
"2547",2.39080273722361
"2548",3.38588357174178
"2549",5.01379000419772
"2550",1.57264921615334
"2551",1.65067306219129
"2552",NA
"2553",5.78062522053913
"2554",5.1451295987888
"2555",4.34476248636611
"2556",NA
"2557",3.52359090434695
"2558",1.96173685007665
"2559",NA
"2560",NA
"2561",5.01379000419772
"2562",NA
"2563",3.38588357174178
"2564",5.01379000419772
"2565",4.14862028125679
"2566",3.18588424725944
"2567",5.64976756734226
"2568",5.1451295987888
"2569",4.34476248636611
"2570",NA
"2571",3.81176733677149
"2572",2.81129440867122
"2573",2.81129440867122
"2574",4.10453453356485
"2575",4.34476248636611
"2576",3.52359090434695
"2577",2.39080273722361
"2578",5.91389846143531
"2579",6.51291571294296
"2580",4.87694007520773
"2581",1.86846854602411
"2582",NA
"2583",3.52359090434695
"2584",4.64412223321429
"2585",NA
"2586",3.95496718593536
"2587",3.52359090434695
"2588",3.8570408631848
"2589",4.05178728885133
"2590",2.72514770303965
"2591",4.05178728885133
"2592",3.22385556675396
"2593",4.23921304938012
"2594",NA
"2595",2.17496580024659
"2596",2.39080273722361
"2597",NA
"2598",2.35071039962414
"2599",NA
"2600",6.51291571294296
"2601",3.95496718593536
"2602",4.05178728885133
"2603",3.22385556675396
"2604",2.17496580024659
"2605",NA
"2606",5.27374693449528
"2607",3.52359090434695
"2608",NA
"2609",2.3875427125009
"2610",NA
"2611",1.40027376898199
"2612",NA
"2613",2.03279290282514
"2614",2.81129440867122
"2615",NA
"2616",1.65067306219129
"2617",1.86846854602411
"2618",2.39080273722361
"2619",3.64469307779471
"2620",4.34476248636611
"2621",2.39080273722361
"2622",2.03279290282514
"2623",3.18588424725944
"2624",5.1451295987888
"2625",3.22385556675396
"2626",2.03279290282514
"2627",3.52359090434695
"2628",NA
"2629",5.01379000419772
"2630",1.73208865409529
"2631",NA
"2632",2.72514770303965
"2633",NA
"2634",1.96173685007665
"2635",4.5453500023277
"2636",2.72514770303965
"2637",2.72514770303965
"2638",2.89086554315371
"2639",3.64469307779471
"2640",2.22469085717327
"2641",3.38588357174178
"2642",2.86994197578964
"2643",2.81129440867122
"2644",3.52359090434695
"2645",NA
"2646",3.52359090434695
"2647",NA
"2648",2.39080273722361
"2649",3.38588357174178
"2650",2.72514770303965
"2651",5.91389846143531
"2652",2.03279290282514
"2653",3.38588357174178
"2654",3.38713467164253
"2655",NA
"2656",1.86846854602411
"2657",4.10453453356485
"2658",3.56498650941057
"2659",1.96173685007665
"2660",3.38588357174178
"2661",5.27374693449528
"2662",3.18588424725944
"2663",NA
"2664",NA
"2665",7.35836840018286
"2666",NA
"2667",NA
"2668",2.39080273722361
"2669",3.18588424725944
"2670",5.1451295987888
"2671",4.87694007520773
"2672",NA
"2673",5.01379000419772
"2674",NA
"2675",2.03279290282514
"2676",NA
"2677",3.64469307779471
"2678",NA
"2679",NA
"2680",1.00261086183173
"2681",1.00261086183173
"2682",NA
"2683",2.51892267938689
"2684",3.52359090434695
"2685",NA
"2686",2.37282561381198
"2687",3.22385556675396
"2688",4.34476248636611
"2689",5.19141368304742
"2690",1.73208865409529
"2691",5.1451295987888
